window_index,window_label,capacity,q,query,direction,restriction,status,endpoint_rational,ordered_tie_subset_count,restricted_tie_subset_count,shared_attaining_subset_count,ordered_only_attaining_subset_count,same_buffer_subset_witnessed,ordered_witness_sha256,restricted_witness_sha256
3,jan_weekend_am_n8,3,2,mean_selected_buffer_observed_duration_minutes,upper,pair,ATTAINED_BY_RESTRICTED_FAMILY,3269/60,1,1,1,0,True,c4a6b9bb6821e95b2de18abe2c31c8671b554dfbb18fca90d89e7d22729862e2,b97888a0cb1aa8b9cf0fae9ef7b8461904bb6b0a14168afda7079f2383c3238e
3,jan_weekend_am_n8,3,2,mean_selected_buffer_miles,lower,clique,ATTAINED_BY_RESTRICTED_FAMILY,2899/500,1,1,1,0,True,7a2821844c66ed4d4caf4342b0fbd99dcd141cfdabe291dd55fe325d51f16899,7d2bc7ae5c24603ded714969dab7c7f59e1bcc7332bd27f5f3f33171794ba01a
3,jan_weekend_am_n8,3,2,mean_selected_buffer_miles,upper,clique,ATTAINED_BY_RESTRICTED_FAMILY,39859/2000,1,1,1,0,True,c4a6b9bb6821e95b2de18abe2c31c8671b554dfbb18fca90d89e7d22729862e2,d0a380bd709f479d30604af4809c1bc04d9c07f22572ae8a3a710a9d0fa86944
3,jan_weekend_am_n8,3,2,mean_selected_buffer_observed_duration_minutes,lower,clique,ATTAINED_BY_RESTRICTED_FAMILY,406/15,1,1,1,0,True,b0f279ebaa7f4fac7d276f127f868128f4a3eec23772bf4b6674d6eaedcc4641,6ddb31b319bb5a9f8e04ae9bdaa0ca3e58169eea69b1d19fb3907cfcb7be9515
3,jan_weekend_am_n8,3,2,mean_selected_buffer_observed_duration_minutes,upper,clique,ATTAINED_BY_RESTRICTED_FAMILY,3269/60,1,1,1,0,True,c4a6b9bb6821e95b2de18abe2c31c8671b554dfbb18fca90d89e7d22729862e2,d0a380bd709f479d30604af4809c1bc04d9c07f22572ae8a3a710a9d0fa86944
3,jan_weekend_am_n8,3,4,mean_selected_buffer_miles,lower,pair,ATTAINED_BY_RESTRICTED_FAMILY,26459/4000,1,1,1,0,True,36ac726f363961b9e8bcfa166de1076899c2caa55d74ac8b42097fde9d37dc46,e8ee18036a3af9f4d5fb43518c348305a7788ca86affaef29d81c61b66f16c0f
3,jan_weekend_am_n8,3,4,mean_selected_buffer_miles,upper,pair,ATTAINED_BY_RESTRICTED_FAMILY,7497/500,1,1,1,0,True,5c2f86b36de7d45411537321225a608cc30d324a18f0d1fa76ab3f23f6a3d000,235a5ece39a55b312eef89f25edfb8cea846942ae1626ea53fb58d560a7ff06a
3,jan_weekend_am_n8,3,4,mean_selected_buffer_observed_duration_minutes,lower,pair,ATTAINED_BY_RESTRICTED_FAMILY,424/15,2,2,2,0,True,8997e9e1135a0fc0fd0def57d13da443d806e508670fbf4cfa344c8eaadedd00,7c5e49204e47dec3b4e7ef3aa3a2a6153be69355c5e5b673eb2c61144f82583d
3,jan_weekend_am_n8,3,4,mean_selected_buffer_observed_duration_minutes,upper,pair,ATTAINED_BY_RESTRICTED_FAMILY,6013/120,1,1,1,0,True,d95652dca84cbac157edd859597dd56d22c185fc90f034aa4c0972c0e1f59415,91b5705a1c061f9d41ac5be1a350d7ecef4c3a5cfaed10f08dc57480f0e070ab
3,jan_weekend_am_n8,3,4,mean_selected_buffer_miles,lower,clique,ATTAINED_BY_RESTRICTED_FAMILY,26459/4000,1,1,1,0,True,36ac726f363961b9e8bcfa166de1076899c2caa55d74ac8b42097fde9d37dc46,964ac5727e24d0168b218f0affa614b123f96ed1e1184c84dfb99971e959c785
