n_nodes,observed_match_rate,mean_predicted_probability,brier,log_loss,ece_10_bins,roc_auc,average_precision,subset,model
240,0.6666666666666666,0.6666666666666665,0.22222222222222227,0.6365141682948128,1.1102230246251565e-16,0.5,0.6666666666666666,train_supported,prevalence
240,0.6666666666666666,0.6690940619668599,0.030813465182327193,0.1497706779312735,0.05045689141220364,0.9782812499999999,0.9919586010227295,train_supported,transparent_rule
240,0.6666666666666666,0.6816394623877959,0.004756899823846532,0.043420143416733496,0.04071038822649232,1.0,1.0,train_supported,weak_mil_ai
240,0.6666666666666666,0.6666666666666665,0.22222222222222227,0.6365141682948128,1.1102230246251565e-16,0.5,0.6666666666666666,test_supported,prevalence
240,0.6666666666666666,0.637002553865944,0.060481262471357086,0.2544303401273475,0.04700985078041623,0.9603125,0.9848273792768315,test_supported,transparent_rule
240,0.6666666666666666,0.6807713791230701,0.005947379893197111,0.047319181934651414,0.043804026811517335,1.0,1.0,test_supported,weak_mil_ai
240,0.6666666666666666,0.6666666666666665,0.22222222222222227,0.6365141682948128,1.1102230246251565e-16,0.5,0.6666666666666666,test_all_authorized,prevalence
240,0.6666666666666666,0.637002553865944,0.060481262471357086,0.2544303401273475,0.04700985078041623,0.9603125,0.9848273792768315,test_all_authorized,transparent_rule
240,0.6666666666666666,0.6807713791230701,0.005947379893197111,0.047319181934651414,0.043804026811517335,1.0,1.0,test_all_authorized,weak_mil_ai
