window_index,window_label,capacity,q,query,restriction,status,ordered_lower,ordered_upper,restricted_lower,restricted_upper,lower_increase,upper_decrease,width_decrease,endpoint_changed_exactly
7,apr_weekday_pm_n8,2,3,mean_selected_buffer_observed_duration_minutes,clique,INELIGIBLE_NOT_COMMON_FEASIBLE_Q,,,,,,,,
7,apr_weekday_pm_n8,2,4,mean_selected_buffer_miles,pair,CERTIFIED_FIXED_Q_COMPARISON,3.8075,12.4025,3.8075,12.4025,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,2,4,mean_selected_buffer_miles,clique,CERTIFIED_FIXED_Q_COMPARISON,3.8075,12.4025,3.8075,12.4025,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,2,4,mean_selected_buffer_observed_duration_minutes,pair,CERTIFIED_FIXED_Q_COMPARISON,38.06666666666667,90.75416666666666,38.06666666666667,90.75416666666666,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,2,4,mean_selected_buffer_observed_duration_minutes,clique,CERTIFIED_FIXED_Q_COMPARISON,38.06666666666667,90.75416666666666,38.06666666666667,90.75416666666666,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,3,1,mean_selected_buffer_miles,pair,INELIGIBLE_NOT_COMMON_FEASIBLE_Q,,,,,,,,
7,apr_weekday_pm_n8,3,1,mean_selected_buffer_miles,clique,INELIGIBLE_NOT_COMMON_FEASIBLE_Q,,,,,,,,
7,apr_weekday_pm_n8,3,1,mean_selected_buffer_observed_duration_minutes,pair,INELIGIBLE_NOT_COMMON_FEASIBLE_Q,,,,,,,,
7,apr_weekday_pm_n8,3,1,mean_selected_buffer_observed_duration_minutes,clique,INELIGIBLE_NOT_COMMON_FEASIBLE_Q,,,,,,,,
7,apr_weekday_pm_n8,3,2,mean_selected_buffer_miles,pair,CERTIFIED_FIXED_Q_COMPARISON,3.08,14.16,3.08,14.16,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,3,2,mean_selected_buffer_miles,clique,CERTIFIED_FIXED_Q_COMPARISON,3.08,14.16,3.08,14.16,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,3,2,mean_selected_buffer_observed_duration_minutes,pair,CERTIFIED_FIXED_Q_COMPARISON,35.391666666666666,105.10833333333333,35.391666666666666,105.10833333333333,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,3,2,mean_selected_buffer_observed_duration_minutes,clique,CERTIFIED_FIXED_Q_COMPARISON,35.391666666666666,105.10833333333333,35.391666666666666,105.10833333333333,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,3,3,mean_selected_buffer_miles,pair,INELIGIBLE_NOT_COMMON_FEASIBLE_Q,,,,,,,,
7,apr_weekday_pm_n8,3,3,mean_selected_buffer_miles,clique,INELIGIBLE_NOT_COMMON_FEASIBLE_Q,,,,,,,,
7,apr_weekday_pm_n8,3,3,mean_selected_buffer_observed_duration_minutes,pair,INELIGIBLE_NOT_COMMON_FEASIBLE_Q,,,,,,,,
7,apr_weekday_pm_n8,3,3,mean_selected_buffer_observed_duration_minutes,clique,INELIGIBLE_NOT_COMMON_FEASIBLE_Q,,,,,,,,
7,apr_weekday_pm_n8,3,4,mean_selected_buffer_miles,pair,CERTIFIED_FIXED_Q_COMPARISON,3.8075,12.4025,3.8075,12.4025,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,3,4,mean_selected_buffer_miles,clique,CERTIFIED_FIXED_Q_COMPARISON,3.8075,12.4025,3.8075,12.4025,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,3,4,mean_selected_buffer_observed_duration_minutes,pair,CERTIFIED_FIXED_Q_COMPARISON,38.06666666666667,90.75416666666666,38.06666666666667,90.75416666666666,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,3,4,mean_selected_buffer_observed_duration_minutes,clique,CERTIFIED_FIXED_Q_COMPARISON,38.06666666666667,90.75416666666666,38.06666666666667,90.75416666666666,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,4,1,mean_selected_buffer_miles,pair,INELIGIBLE_NOT_COMMON_FEASIBLE_Q,,,,,,,,
7,apr_weekday_pm_n8,4,1,mean_selected_buffer_miles,clique,INELIGIBLE_NOT_COMMON_FEASIBLE_Q,,,,,,,,
7,apr_weekday_pm_n8,4,1,mean_selected_buffer_observed_duration_minutes,pair,INELIGIBLE_NOT_COMMON_FEASIBLE_Q,,,,,,,,
7,apr_weekday_pm_n8,4,1,mean_selected_buffer_observed_duration_minutes,clique,INELIGIBLE_NOT_COMMON_FEASIBLE_Q,,,,,,,,
7,apr_weekday_pm_n8,4,2,mean_selected_buffer_miles,pair,CERTIFIED_FIXED_Q_COMPARISON,3.08,14.16,3.08,14.16,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,4,2,mean_selected_buffer_miles,clique,CERTIFIED_FIXED_Q_COMPARISON,3.08,14.16,3.08,14.16,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,4,2,mean_selected_buffer_observed_duration_minutes,pair,CERTIFIED_FIXED_Q_COMPARISON,35.391666666666666,105.10833333333333,35.391666666666666,105.10833333333333,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,4,2,mean_selected_buffer_observed_duration_minutes,clique,CERTIFIED_FIXED_Q_COMPARISON,35.391666666666666,105.10833333333333,35.391666666666666,105.10833333333333,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,4,3,mean_selected_buffer_miles,pair,INELIGIBLE_NOT_COMMON_FEASIBLE_Q,,,,,,,,
7,apr_weekday_pm_n8,4,3,mean_selected_buffer_miles,clique,INELIGIBLE_NOT_COMMON_FEASIBLE_Q,,,,,,,,
7,apr_weekday_pm_n8,4,3,mean_selected_buffer_observed_duration_minutes,pair,INELIGIBLE_NOT_COMMON_FEASIBLE_Q,,,,,,,,
7,apr_weekday_pm_n8,4,3,mean_selected_buffer_observed_duration_minutes,clique,INELIGIBLE_NOT_COMMON_FEASIBLE_Q,,,,,,,,
7,apr_weekday_pm_n8,4,4,mean_selected_buffer_miles,pair,CERTIFIED_FIXED_Q_COMPARISON,3.8075,12.4025,3.8075,12.4025,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,4,4,mean_selected_buffer_miles,clique,CERTIFIED_FIXED_Q_COMPARISON,3.8075,12.4025,3.8075,12.4025,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,4,4,mean_selected_buffer_observed_duration_minutes,pair,CERTIFIED_FIXED_Q_COMPARISON,38.06666666666667,90.75416666666666,38.06666666666667,90.75416666666666,0.0,0.0,0.0,False
7,apr_weekday_pm_n8,4,4,mean_selected_buffer_observed_duration_minutes,clique,CERTIFIED_FIXED_Q_COMPARISON,38.06666666666667,90.75416666666666,38.06666666666667,90.75416666666666,0.0,0.0,0.0,False
